;brouette;;;;;;;Cibles non appariées - Cible 1;;;;Cibles non appariées - Cible 2;;;;Cibles non appariées - Cible 3;;;;Cibles non appariées - Cible 4;;;
;TX;TY;TZ;RX;RY;RZ;Valid;TX;TY;TZ;Detected;TX;TY;TZ;Detected;TX;TY;TZ;Detected;TX;TY;TZ;Detected
11,207000;-258,898346;230,936661;2220,043213;-0,231699;29,383898;-5,987349;1;-249,762360;246,445465;2215,372559;1;0;0;0;0;0;0;0;0;0;0;0;0
11,241000;-258,895111;230,934662;2220,028564;-0,237205;29,359346;-5,995642;1;-249,771072;246,444092;2215,365723;1;0;0;0;0;0;0;0;0;0;0;0;0
11,276000;-258,903961;230,918839;2220,046631;-0,264112;29,376551;-5,985900;1;-249,780365;246,417313;2215,382813;1;0;0;0;0;0;0;0;0;0;0;0;0
11,310000;-258,895966;230,935196;2220,044189;-0,205676;29,368813;-5,982164;1;-249,762070;246,443573;2215,351074;1;0;0;0;0;0;0;0;0;0;0;0;0
11,345000;-258,900421;230,943954;2220,045410;-0,227262;29,389997;-5,977368;1;-249,770432;246,442352;2215,386230;1;0;0;0;0;0;0;0;0;0;0;0;0
11,379000;-258,903442;230,919815;2220,059814;-0,164346;29,387377;-5,972774;1;-249,777771;246,421295;2215,399170;1;0;0;0;0;0;0;0;0;0;0;0;0
11,414000;-258,900024;230,930939;2220,038574;-0,176334;29,348206;-5,971840;1;-249,771957;246,430450;2215,373779;1;0;0;0;0;0;0;0;0;0;0;0;0
11,448000;-258,897949;230,941223;2220,055908;-0,208124;29,357027;-5,982773;1;-249,768402;246,439453;2215,364014;1;0;0;0;0;0;0;0;0;0;0;0;0
11,483000;-258,897400;230,916061;2220,029541;-0,245992;29,409042;-5,991213;1;-249,769608;246,423477;2215,372314;1;0;0;0;0;0;0;0;0;0;0;0;0
11,517000;-258,899658;230,924545;2220,027100;-0,253221;29,396065;-6,002020;1;-249,775970;246,437759;2215,397949;1;0;0;0;0;0;0;0;0;0;0;0;0
11,552000;-258,901367;230,941574;2220,029541;-0,203195;29,374498;-5,986573;1;-249,771011;246,441818;2215,349365;1;0;0;0;0;0;0;0;0;0;0;0;0
11,586000;-258,898407;230,925781;2220,022461;-0,240901;29,387619;-5,988855;1;-249,765640;246,423431;2215,369385;1;0;0;0;0;0;0;0;0;0;0;0;0
11,621000;-258,898560;230,929184;2220,047852;-0,245307;29,419842;-5,997869;1;-249,768143;246,429321;2215,386963;1;0;0;0;0;0;0;0;0;0;0;0;0
11,655000;-258,900665;230,939880;2220,039551;-0,314124;29,373409;-6,013083;1;-249,776291;246,448868;2215,381592;1;0;0;0;0;0;0;0;0;0;0;0;0
11,690000;-258,902374;230,926453;2220,049805;-0,161416;29,412977;-5,958227;1;-249,771088;246,428314;2215,357666;1;0;0;0;0;0;0;0;0;0;0;0;0
11,724000;-258,899475;230,924454;2220,053467;-0,277134;29,419022;-6,004261;1;-249,766907;246,425766;2215,353027;1;0;0;0;0;0;0;0;0;0;0;0;0
11,759000;-258,895355;230,938721;2220,035645;-0,158475;29,356190;-5,968382;1;-249,766846;246,448486;2215,367676;1;0;0;0;0;0;0;0;0;0;0;0;0
11,793000;-258,904419;230,926834;2220,051514;-0,165133;29,399097;-5,974705;1;-249,773987;246,430359;2215,378174;1;0;0;0;0;0;0;0;0;0;0;0;0
11,828000;-258,900940;230,925568;2220,036865;-0,246337;29,412857;-6,001128;1;-249,769089;246,430878;2215,389648;1;0;0;0;0;0;0;0;0;0;0;0;0
11,862000;-258,901978;230,943314;2220,055176;-0,248095;29,341694;-5,998044;1;-249,766418;246,436920;2215,366455;1;0;0;0;0;0;0;0;0;0;0;0;0
11,897000;-258,898315;230,934799;2220,038574;-0,248921;29,384645;-5,990945;1;-249,764694;246,426712;2215,349121;1;0;0;0;0;0;0;0;0;0;0;0;0
11,931000;-258,900940;230,926590;2220,050537;-0,250003;29,386400;-5,998902;1;-249,767578;246,426102;2215,375000;1;0;0;0;0;0;0;0;0;0;0;0;0
11,966000;-258,901001;230,937393;2220,041504;-0,250443;29,393978;-5,992181;1;-249,774918;246,439316;2215,368652;1;0;0;0;0;0;0;0;0;0;0;0;0
12,000000;-258,901245;230,933945;2220,042480;-0,255765;29,423973;-5,990784;1;-249,770676;246,431183;2215,381836;1;0;0;0;0;0;0;0;0;0;0;0;0
12,034000;-258,897095;230,924896;2220,032959;-0,181799;29,389177;-5,968971;1;-249,769394;246,423889;2215,363525;1;0;0;0;0;0;0;0;0;0;0;0;0
12,069000;-258,904907;230,931183;2220,045410;-0,200824;29,376947;-5,987466;1;-249,775162;246,440521;2215,389404;1;0;0;0;0;0;0;0;0;0;0;0;0
12,103000;-258,897217;230,936981;2220,047607;-0,286698;29,413540;-6,005901;1;-249,778870;246,446396;2215,391602;1;0;0;0;0;0;0;0;0;0;0;0;0
12,138000;-258,902252;230,925781;2220,040527;-0,214971;29,393221;-5,992201;1;-249,773529;246,428131;2215,375488;1;0;0;0;0;0;0;0;0;0;0;0;0
12,172000;-258,898865;230,928406;2220,043213;-0,205176;29,402189;-5,980864;1;-249,773376;246,440338;2215,369141;1;0;0;0;0;0;0;0;0;0;0;0;0
12,207000;-258,899780;230,936523;2220,044678;-0,186111;29,329969;-5,981200;1;-249,768692;246,439835;2215,357422;1;0;0;0;0;0;0;0;0;0;0;0;0
12,241000;-258,899414;230,922989;2220,022949;-0,308803;29,357700;-6,012075;1;-249,768433;246,425491;2215,341797;1;0;0;0;0;0;0;0;0;0;0;0;0
12,276000;-258,898193;230,929657;2220,035156;-0,207517;29,401133;-5,978264;1;-249,767273;246,431351;2215,335205;1;0;0;0;0;0;0;0;0;0;0;0;0
12,310000;-258,897461;230,934250;2220,043701;-0,203148;29,383307;-5,979566;1;-249,766037;246,428467;2215,384521;1;0;0;0;0;0;0;0;0;0;0;0;0
12,345000;-258,900360;230,925034;2220,022217;-0,202140;29,362717;-5,978453;1;-249,770859;246,430573;2215,382568;1;0;0;0;0;0;0;0;0;0;0;0;0
12,379000;-258,896179;230,929138;2220,030273;-0,232117;29,421623;-5,989222;1;-249,769669;246,431076;2215,350586;1;0;0;0;0;0;0;0;0;0;0;0;0
12,414000;-258,896698;230,937393;2220,044189;-0,179190;29,387964;-5,978098;1;-249,769928;246,434021;2215,364990;1;0;0;0;0;0;0;0;0;0;0;0;0
12,448000;-258,901031;230,932495;2220,045654;-0,275072;29,405535;-6,008160;1;-249,766922;246,427719;2215,354492;1;0;0;0;0;0;0;0;0;0;0;0;0
12,483000;-258,902710;230,925354;2220,026367;-0,263156;29,409016;-5,995004;1;-249,776123;246,426285;2215,378418;1;0;0;0;0;0;0;0;0;0;0;0;0
12,517000;-258,902252;230,938156;2220,045898;-0,165615;29,461929;-5,973295;1;-249,771851;246,430206;2215,366943;1;0;0;0;0;0;0;0;0;0;0;0;0
12,552000;-258,897247;230,930573;2220,039307;-0,280418;29,405621;-5,999278;1;-249,768661;246,425323;2215,362061;1;0;0;0;0;0;0;0;0;0;0;0;0
12,586000;-258,902771;230,926666;2220,037109;-0,242784;29,392025;-5,986744;1;-249,764847;246,431549;2215,359619;1;0;0;0;0;0;0;0;0;0;0;0;0
12,621000;-258,901520;230,937607;2220,050537;-0,261804;29,395481;-5,993863;1;-249,769119;246,437927;2215,376221;1;0;0;0;0;0;0;0;0;0;0;0;0
12,655000;-258,901489;230,932739;2220,041992;-0,288694;29,381435;-5,996218;1;-249,772110;246,428604;2215,361572;1;0;0;0;0;0;0;0;0;0;0;0;0
12,690000;-258,900055;230,927856;2220,038574;-0,236884;29,372778;-5,989597;1;-249,773193;246,429596;2215,383545;1;0;0;0;0;0;0;0;0;0;0;0;0
12,724000;-258,898926;230,932358;2220,048340;-0,236639;29,373047;-5,988600;1;-249,771896;246,431183;2215,372070;1;0;0;0;0;0;0;0;0;0;0;0;0
12,759000;-258,899658;230,928238;2220,034424;-0,186540;29,387438;-5,975079;1;-249,771408;246,427216;2215,371338;1;0;0;0;0;0;0;0;0;0;0;0;0
12,793000;-258,898376;230,926285;2220,037109;-0,278574;29,399508;-5,995076;1;-249,763336;246,425034;2215,338623;1;0;0;0;0;0;0;0;0;0;0;0;0
12,828000;-258,897095;230,933884;2220,042969;-0,275980;29,376305;-5,990115;1;-249,770538;246,435349;2215,354980;1;0;0;0;0;0;0;0;0;0;0;0;0
12,862000;-258,898346;230,935532;2220,046631;-0,189411;29,444931;-5,990468;1;-249,769882;246,439072;2215,354492;1;0;0;0;0;0;0;0;0;0;0;0;0
12,897000;-258,901489;230,925659;2220,031982;-0,203681;29,384157;-5,985433;1;-249,774979;246,434875;2215,375488;1;0;0;0;0;0;0;0;0;0;0;0;0
12,931000;-258,898926;230,934952;2220,035156;-0,252447;29,405695;-5,995109;1;-249,767059;246,431320;2215,371582;1;0;0;0;0;0;0;0;0;0;0;0;0
12,966000;-258,897766;230,935394;2220,035156;-0,252961;29,389494;-6,006801;1;-249,772278;246,433472;2215,368652;1;0;0;0;0;0;0;0;0;0;0;0;0
13,000000;-258,898346;230,922653;2220,044434;-0,274997;29,421570;-5,998487;1;-249,777786;246,436447;2215,378906;1;0;0;0;0;0;0;0;0;0;0;0;0
13,034000;-258,895355;230,930161;2220,035156;-0,262613;29,439030;-5,993276;1;-249,772339;246,432922;2215,360107;1;0;0;0;0;0;0;0;0;0;0;0;0
13,069000;-258,898224;230,928879;2220,028809;-0,247381;29,384027;-5,991204;1;-249,768326;246,432297;2215,356201;1;0;0;0;0;0;0;0;0;0;0;0;0
13,103000;-258,904297;230,924271;2220,043945;-0,233049;29,400181;-5,981876;1;-249,767441;246,426086;2215,367920;1;0;0;0;0;0;0;0;0;0;0;0;0
13,138000;-258,904083;230,927917;2220,047119;-0,217688;29,381077;-5,976058;1;-249,772430;246,430847;2215,383301;1;0;0;0;0;0;0;0;0;0;0;0;0
13,172000;-258,901611;230,933395;2220,036621;-0,193667;29,377975;-5,967144;1;-249,766739;246,431152;2215,336914;1;0;0;0;0;0;0;0;0;0;0;0;0
13,207000;-258,898590;230,927841;2220,037598;-0,168269;29,397594;-5,971645;1;-249,764282;246,433655;2215,347412;1;0;0;0;0;0;0;0;0;0;0;0;0
13,241000;-258,902313;230,935455;2220,059326;-0,192752;29,407509;-5,982365;1;-249,771408;246,431915;2215,365723;1;0;0;0;0;0;0;0;0;0;0;0;0
13,276000;-258,893616;230,928726;2220,025879;-0,253971;29,427132;-6,008186;1;-249,769791;246,433350;2215,382813;1;0;0;0;0;0;0;0;0;0;0;0;0
13,310000;-258,899445;230,926041;2220,028320;-0,221143;29,311237;-5,980774;1;-249,771667;246,431183;2215,367432;1;0;0;0;0;0;0;0;0;0;0;0;0
13,345000;-258,903717;230,931946;2220,054688;-0,258335;29,389980;-5,981750;1;-249,773590;246,428101;2215,396484;1;0;0;0;0;0;0;0;0;0;0;0;0
13,379000;-258,895477;230,931458;2220,040527;-0,278222;29,419121;-6,005342;1;-249,766037;246,441360;2215,364258;1;0;0;0;0;0;0;0;0;0;0;0;0
13,414000;-258,899719;230,927750;2220,046387;-0,207102;29,366764;-5,977137;1;-249,768188;246,425079;2215,364014;1;0;0;0;0;0;0;0;0;0;0;0;0
13,448000;-258,902924;230,929153;2220,030762;-0,196655;29,383259;-5,963930;1;-249,758392;246,424820;2215,332764;1;0;0;0;0;0;0;0;0;0;0;0;0
13,483000;-258,900940;230,932297;2220,045654;-0,149704;29,362335;-5,963951;1;-249,770248;246,432159;2215,353760;1;0;0;0;0;0;0;0;0;0;0;0;0
13,517000;-258,896729;230,930817;2220,023438;-0,247900;29,331038;-5,992026;1;-249,772125;246,436081;2215,387207;1;0;0;0;0;0;0;0;0;0;0;0;0
13,552000;-258,896545;230,926620;2220,035156;-0,283388;29,406204;-6,003498;1;-249,773621;246,424164;2215,381348;1;0;0;0;0;0;0;0;0;0;0;0;0
13,586000;-258,899109;230,931152;2220,016602;-0,184662;29,366320;-5,975225;1;-249,771393;246,431107;2215,375488;1;0;0;0;0;0;0;0;0;0;0;0;0
13,621000;-258,900360;230,930328;2220,034668;-0,191154;29,417795;-5,975453;1;-249,777634;246,424393;2215,367188;1;0;0;0;0;0;0;0;0;0;0;0;0
13,655000;-258,898407;230,931900;2220,045898;-0,244613;29,377344;-5,992986;1;-249,768539;246,433090;2215,335205;1;0;0;0;0;0;0;0;0;0;0;0;0
13,690000;-258,899353;230,933212;2220,044678;-0,257320;29,380089;-5,986692;1;-249,775391;246,439163;2215,388184;1;0;0;0;0;0;0;0;0;0;0;0;0
