;brouette;;;;;;;Cibles non appariées - Cible 1;;;;Cibles non appariées - Cible 2;;;;Cibles non appariées - Cible 3;;;;Cibles non appariées - Cible 4;;;
;TX;TY;TZ;RX;RY;RZ;Valid;TX;TY;TZ;Detected;TX;TY;TZ;Detected;TX;TY;TZ;Detected;TX;TY;TZ;Detected
5,552000;-218,807648;228,568802;2282,446289;-0,318592;29,332794;-5,986437;1;-209,661438;244,065613;2277,683838;1;0;0;0;0;0;0;0;0;0;0;0;0
5,586000;-219,155609;228,632477;2281,962891;-0,275384;29,315371;-5,990470;1;-210,017914;244,129730;2277,240234;1;0;0;0;0;0;0;0;0;0;0;0;0
5,621000;-219,479263;228,663483;2281,387451;-0,203141;29,355713;-5,961290;1;-210,347321;244,152435;2276,651855;1;0;0;0;0;0;0;0;0;0;0;0;0
5,655000;-219,828094;228,663315;2280,870361;-0,250396;29,416922;-5,975629;1;-210,691956;244,153107;2276,153564;1;0;0;0;0;0;0;0;0;0;0;0;0
5,690000;-220,163574;228,675385;2280,322510;-0,204547;29,391335;-5,955176;1;-211,021332;244,170486;2275,602051;1;0;0;0;0;0;0;0;0;0;0;0;0
5,724000;-220,487579;228,717682;2279,843506;-0,385041;29,303932;-6,013179;1;-211,350006;244,218414;2275,157227;1;0;0;0;0;0;0;0;0;0;0;0;0
5,759000;-220,835419;228,718109;2279,339111;-0,241843;29,305935;-5,972375;1;-211,696289;244,211487;2274,648438;1;0;0;0;0;0;0;0;0;0;0;0;0
5,793000;-221,171616;228,751373;2278,793457;-0,246683;29,377739;-5,981417;1;-212,038269;244,252380;2274,111572;1;0;0;0;0;0;0;0;0;0;0;0;0
5,828000;-221,494080;228,779221;2278,259033;-0,373263;29,360077;-6,008588;1;-212,338257;244,275406;2273,536621;1;0;0;0;0;0;0;0;0;0;0;0;0
5,862000;-221,828049;228,782883;2277,770264;-0,305623;29,301983;-6,014946;1;-212,685120;244,280838;2273,057617;1;0;0;0;0;0;0;0;0;0;0;0;0
5,897000;-222,182678;228,796692;2277,246094;-0,340523;29,333364;-6,016598;1;-213,041946;244,293381;2272,529541;1;0;0;0;0;0;0;0;0;0;0;0;0
5,931000;-222,510803;228,841675;2276,729248;-0,330460;29,352715;-6,004814;1;-213,373947;244,346115;2272,056641;1;0;0;0;0;0;0;0;0;0;0;0;0
5,966000;-222,843079;228,882141;2276,212891;-0,394651;29,357010;-6,020010;1;-213,698715;244,381317;2271,503174;1;0;0;0;0;0;0;0;0;0;0;0;0
6,000000;-223,179947;228,888596;2275,677246;-0,390731;29,314861;-6,023020;1;-214,035950;244,385132;2270,951660;1;0;0;0;0;0;0;0;0;0;0;0;0
6,034000;-223,509140;228,911148;2275,156006;-0,296555;29,295668;-5,997499;1;-214,375381;244,404327;2270,464355;1;0;0;0;0;0;0;0;0;0;0;0;0
6,069000;-223,831726;228,936768;2274,640137;-0,337063;29,386909;-6,017598;1;-214,703262;244,436127;2269,922607;1;0;0;0;0;0;0;0;0;0;0;0;0
6,103000;-224,180786;228,966690;2274,076660;-0,388180;29,360197;-6,020615;1;-215,045212;244,458664;2269,416016;1;0;0;0;0;0;0;0;0;0;0;0;0
6,138000;-224,520493;228,973007;2273,576172;-0,372955;29,343681;-6,019636;1;-215,376999;244,464752;2268,879883;1;0;0;0;0;0;0;0;0;0;0;0;0
6,172000;-224,842484;229,003006;2273,032227;-0,326297;29,347242;-6,018583;1;-215,700226;244,484802;2268,322266;1;0;0;0;0;0;0;0;0;0;0;0;0
6,207000;-225,187714;229,030334;2272,530273;-0,299451;29,309923;-5,995028;1;-216,054245;244,516022;2267,835693;1;0;0;0;0;0;0;0;0;0;0;0;0
6,241000;-225,516846;229,053162;2272,024170;-0,258701;29,377380;-6,002184;1;-216,387650;244,535950;2267,358398;1;0;0;0;0;0;0;0;0;0;0;0;0
6,276000;-225,841812;229,083450;2271,507324;-0,341485;29,404001;-6,014671;1;-216,698257;244,563248;2266,770996;1;0;0;0;0;0;0;0;0;0;0;0;0
6,310000;-226,200256;229,070724;2270,953369;-0,320097;29,359688;-6,026965;1;-217,067291;244,551041;2266,263672;1;0;0;0;0;0;0;0;0;0;0;0;0
6,345000;-226,542114;229,104614;2270,450195;-0,235448;29,392172;-5,987202;1;-217,404358;244,582443;2265,736084;1;0;0;0;0;0;0;0;0;0;0;0;0
6,379000;-226,859116;229,128174;2269,935059;-0,225824;29,401741;-5,985955;1;-217,719009;244,610733;2265,230225;1;0;0;0;0;0;0;0;0;0;0;0;0
6,414000;-227,210968;229,155075;2269,443848;-0,239164;29,431162;-5,999907;1;-218,072937;244,633102;2264,714355;1;0;0;0;0;0;0;0;0;0;0;0;0
6,448000;-227,547409;229,163284;2268,939941;-0,289047;29,366808;-6,001615;1;-218,404251;244,641525;2264,193359;1;0;0;0;0;0;0;0;0;0;0;0;0
6,483000;-227,864182;229,169617;2268,394775;-0,253214;29,369560;-5,981641;1;-218,716232;244,653809;2263,695557;1;0;0;0;0;0;0;0;0;0;0;0;0
6,517000;-228,219437;229,181152;2267,886719;-0,227274;29,438900;-5,984717;1;-219,076050;244,664108;2263,171387;1;0;0;0;0;0;0;0;0;0;0;0;0
6,552000;-228,547989;229,207474;2267,345459;-0,305137;29,447725;-6,018457;1;-219,396133;244,696411;2262,642334;1;0;0;0;0;0;0;0;0;0;0;0;0
6,586000;-228,854721;229,256317;2266,826660;-0,226383;29,403275;-5,975968;1;-219,700638;244,743744;2262,104004;1;0;0;0;0;0;0;0;0;0;0;0;0
6,621000;-229,201157;229,262756;2266,318115;-0,280314;29,407824;-6,006406;1;-220,067459;244,756393;2261,642334;1;0;0;0;0;0;0;0;0;0;0;0;0
6,655000;-229,547501;229,287674;2265,768799;-0,269463;29,333805;-5,980012;1;-220,401459;244,780304;2261,077393;1;0;0;0;0;0;0;0;0;0;0;0;0
6,690000;-229,868973;229,303604;2265,255371;-0,220440;29,438017;-5,972037;1;-220,722290;244,785294;2260,523926;1;0;0;0;0;0;0;0;0;0;0;0;0
6,724000;-230,234451;229,330124;2264,743652;-0,359611;29,417850;-6,014835;1;-221,078156;244,816788;2259,965332;1;0;0;0;0;0;0;0;0;0;0;0;0
6,759000;-230,568695;229,328766;2264,194580;-0,133371;29,354832;-5,948828;1;-221,421524;244,822800;2259,471680;1;0;0;0;0;0;0;0;0;0;0;0;0
6,793000;-230,886765;229,355438;2263,699707;-0,204110;29,436047;-5,967375;1;-221,737549;244,848175;2258,996582;1;0;0;0;0;0;0;0;0;0;0;0;0
6,828000;-231,223053;229,373123;2263,171387;-0,265120;29,416050;-5,973510;1;-222,074951;244,865219;2258,463623;1;0;0;0;0;0;0;0;0;0;0;0;0
6,862000;-231,574509;229,379074;2262,623535;-0,243982;29,396677;-5,980590;1;-222,427765;244,861069;2257,929199;1;0;0;0;0;0;0;0;0;0;0;0;0
6,897000;-231,899918;229,404480;2262,139893;-0,338156;29,339207;-6,003402;1;-222,758179;244,906937;2257,454834;1;0;0;0;0;0;0;0;0;0;0;0;0
6,931000;-232,237396;229,413132;2261,615234;-0,164582;29,388573;-5,953355;1;-223,098862;244,906799;2256,894287;1;0;0;0;0;0;0;0;0;0;0;0;0
6,966000;-232,593140;229,424103;2261,099609;-0,251623;29,387804;-5,983472;1;-223,459610;244,917191;2256,425049;1;0;0;0;0;0;0;0;0;0;0;0;0
7,000000;-232,918808;229,442917;2260,582031;-0,294576;29,437910;-5,990916;1;-223,784332;244,938766;2255,897705;1;0;0;0;0;0;0;0;0;0;0;0;0
7,034000;-233,259399;229,493866;2260,063232;-0,173578;29,399330;-5,968274;1;-224,124512;244,990967;2255,397461;1;0;0;0;0;0;0;0;0;0;0;0;0
7,069000;-233,605865;229,491455;2259,552002;-0,268808;29,368570;-5,977305;1;-224,473175;244,989075;2254,844238;1;0;0;0;0;0;0;0;0;0;0;0;0
7,103000;-233,931152;229,505569;2259,021973;-0,295847;29,427010;-5,985852;1;-224,799652;245,017349;2254,373047;1;0;0;0;0;0;0;0;0;0;0;0;0
7,138000;-234,256088;229,516556;2258,479980;-0,293530;29,495731;-6,002261;1;-225,140518;245,030563;2253,818115;1;0;0;0;0;0;0;0;0;0;0;0;0
7,172000;-234,604706;229,521973;2257,950439;-0,306845;29,432081;-5,997088;1;-225,471741;245,033951;2253,267822;1;0;0;0;0;0;0;0;0;0;0;0;0
7,207000;-234,934799;229,554794;2257,445557;-0,221466;29,413059;-5,981390;1;-225,803864;245,067902;2252,748779;1;0;0;0;0;0;0;0;0;0;0;0;0
7,241000;-235,266876;229,589157;2256,919434;-0,160615;29,457554;-5,967477;1;-226,141327;245,091888;2252,221436;1;0;0;0;0;0;0;0;0;0;0;0;0
7,276000;-235,614182;229,588959;2256,368164;-0,241746;29,505373;-5,982121;1;-226,480591;245,103470;2251,650635;1;0;0;0;0;0;0;0;0;0;0;0;0
7,310000;-235,939987;229,606796;2255,823486;-0,194296;29,430927;-5,979771;1;-226,805115;245,108047;2251,108154;1;0;0;0;0;0;0;0;0;0;0;0;0
7,345000;-236,263184;229,649780;2255,339844;-0,197477;29,422680;-5,966322;1;-227,132767;245,158463;2250,619385;1;0;0;0;0;0;0;0;0;0;0;0;0
7,379000;-236,613968;229,642838;2254,841064;-0,153228;29,417383;-5,968679;1;-227,477921;245,146881;2250,115723;1;0;0;0;0;0;0;0;0;0;0;0;0
7,414000;-236,955246;229,670624;2254,281738;-0,117845;29,449820;-5,953028;1;-227,822403;245,165482;2249,573730;1;0;0;0;0;0;0;0;0;0;0;0;0
7,448000;-237,292084;229,693848;2253,785889;-0,259693;29,441349;-5,976003;1;-228,155746;245,186508;2249,041992;1;0;0;0;0;0;0;0;0;0;0;0;0
7,483000;-237,624802;229,715805;2253,273438;-0,184431;29,398695;-5,971440;1;-228,485565;245,217621;2248,567871;1;0;0;0;0;0;0;0;0;0;0;0;0
7,517000;-237,970016;229,736496;2252,760986;-0,322261;29,467157;-5,999449;1;-228,837509;245,225128;2248,016602;1;0;0;0;0;0;0;0;0;0;0;0;0
7,552000;-238,310425;229,748779;2252,249512;-0,257987;29,366005;-5,991339;1;-229,178558;245,241821;2247,543701;1;0;0;0;0;0;0;0;0;0;0;0;0
7,586000;-238,639038;229,762543;2251,749268;-0,236248;29,424561;-5,991304;1;-229,496521;245,248749;2246,991699;1;0;0;0;0;0;0;0;0;0;0;0;0
7,621000;-238,980911;229,776855;2251,202637;-0,231453;29,403837;-5,968902;1;-229,843643;245,259293;2246,469482;1;0;0;0;0;0;0;0;0;0;0;0;0
7,655000;-239,322266;229,808624;2250,716309;-0,230867;29,334539;-5,971551;1;-230,178650;245,293045;2245,962402;1;0;0;0;0;0;0;0;0;0;0;0;0
7,690000;-239,630646;229,822144;2250,163574;-0,252221;29,388435;-5,978795;1;-230,497299;245,310181;2245,424316;1;0;0;0;0;0;0;0;0;0;0;0;0
7,724000;-239,969681;229,845795;2249,622314;-0,338014;29,344036;-5,989775;1;-230,835327;245,330048;2244,904053;1;0;0;0;0;0;0;0;0;0;0;0;0
7,759000;-240,319580;229,857803;2249,091553;-0,191667;29,355518;-5,962075;1;-231,183594;245,349945;2244,350342;1;0;0;0;0;0;0;0;0;0;0;0;0
7,793000;-240,640472;229,903915;2248,567627;-0,205930;29,360992;-5,945281;1;-231,502029;245,392776;2243,830566;1;0;0;0;0;0;0;0;0;0;0;0;0
7,828000;-240,981415;229,912842;2248,032715;-0,230521;29,416914;-5,985811;1;-231,850632;245,398117;2243,321045;1;0;0;0;0;0;0;0;0;0;0;0;0
7,862000;-241,328079;229,914078;2247,496582;-0,263382;29,372450;-5,994849;1;-232,189362;245,398819;2242,769043;1;0;0;0;0;0;0;0;0;0;0;0;0
7,897000;-241,624435;229,953857;2246,963867;-0,224731;29,314655;-5,960923;1;-232,486481;245,433456;2242,245850;1;0;0;0;0;0;0;0;0;0;0;0;0
7,931000;-241,968369;229,969055;2246,458496;-0,168253;29,355230;-5,972948;1;-232,831848;245,462280;2241,757080;1;0;0;0;0;0;0;0;0;0;0;0;0
7,966000;-242,320404;229,994247;2245,959473;-0,257516;29,354538;-5,982680;1;-233,189377;245,479065;2241,222900;1;0;0;0;0;0;0;0;0;0;0;0;0
8,000000;-242,641830;230,006332;2245,394287;-0,299674;29,361866;-6,001839;1;-233,509628;245,484375;2240,663330;1;0;0;0;0;0;0;0;0;0;0;0;0
8,034000;-242,970642;230,031815;2244,894287;-0,321540;29,409412;-6,019893;1;-233,835648;245,508560;2240,159424;1;0;0;0;0;0;0;0;0;0;0;0;0
8,069000;-243,318634;230,029587;2244,399414;-0,237834;29,340328;-5,989660;1;-234,186707;245,522354;2239,662598;1;0;0;0;0;0;0;0;0;0;0;0;0
8,103000;-243,646484;230,068329;2243,858398;-0,209069;29,393221;-5,998332;1;-234,509354;245,549103;2239,140381;1;0;0;0;0;0;0;0;0;0;0;0;0
8,138000;-243,987839;230,081421;2243,351074;-0,267121;29,406168;-5,999628;1;-234,847672;245,555817;2238,631348;1;0;0;0;0;0;0;0;0;0;0;0;0
8,172000;-244,324875;230,083206;2242,812012;-0,272693;29,379881;-5,995159;1;-235,178452;245,553635;2238,062256;1;0;0;0;0;0;0;0;0;0;0;0;0
8,207000;-244,669357;230,094055;2242,278809;-0,150678;29,309038;-5,959578;1;-235,521973;245,565918;2237,532227;1;0;0;0;0;0;0;0;0;0;0;0;0
8,241000;-244,997330;230,126724;2241,777832;-0,206207;29,330034;-5,968320;1;-235,864929;245,597153;2237,066162;1;0;0;0;0;0;0;0;0;0;0;0;0
8,276000;-245,319916;230,134964;2241,239502;-0,193803;29,356318;-5,988104;1;-236,174210;245,611725;2236,510254;1;0;0;0;0;0;0;0;0;0;0;0;0
8,310000;-245,659805;230,136597;2240,701660;-0,274199;29,371145;-5,989170;1;-236,519150;245,610443;2235,951904;1;0;0;0;0;0;0;0;0;0;0;0;0
8,345000;-246,000275;230,164917;2240,189453;-0,227855;29,310005;-5,977754;1;-236,850433;245,647110;2235,433838;1;0;0;0;0;0;0;0;0;0;0;0;0
8,379000;-246,324951;230,178146;2239,642578;-0,146672;29,351772;-5,959032;1;-237,181549;245,662582;2234,944336;1;0;0;0;0;0;0;0;0;0;0;0;0
8,414000;-246,660995;230,188232;2239,125732;-0,250334;29,378313;-5,984495;1;-237,522537;245,679230;2234,397461;1;0;0;0;0;0;0;0;0;0;0;0;0
8,448000;-246,999023;230,197922;2238,579102;-0,235953;29,305931;-5,985155;1;-237,844162;245,687775;2233,806152;1;0;0;0;0;0;0;0;0;0;0;0;0
8,483000;-247,326935;230,230255;2238,082275;-0,212748;29,356098;-5,963613;1;-238,173386;245,712418;2233,307373;1;0;0;0;0;0;0;0;0;0;0;0;0
8,517000;-247,682114;230,217682;2237,562988;-0,289291;29,345608;-5,999678;1;-238,537094;245,719421;2232,854004;1;0;0;0;0;0;0;0;0;0;0;0;0
8,552000;-248,022278;230,253159;2237,057129;-0,292958;29,398302;-5,989479;1;-238,877304;245,754211;2232,357666;1;0;0;0;0;0;0;0;0;0;0;0;0
8,586000;-248,330185;230,279480;2236,516602;-0,349841;29,363541;-6,007947;1;-239,185440;245,778946;2231,812012;1;0;0;0;0;0;0;0;0;0;0;0;0
8,621000;-248,684692;230,291138;2236,016113;-0,344869;29,371637;-5,988141;1;-239,532104;245,792938;2231,300537;1;0;0;0;0;0;0;0;0;0;0;0;0
8,655000;-249,035934;230,295609;2235,487549;-0,248448;29,423990;-5,975082;1;-239,886230;245,790268;2230,760742;1;0;0;0;0;0;0;0;0;0;0;0;0
8,690000;-249,359344;230,317673;2234,955811;-0,331894;29,376783;-5,998155;1;-240,221802;245,819138;2230,244873;1;0;0;0;0;0;0;0;0;0;0;0;0
8,724000;-249,688751;230,337753;2234,464600;-0,279412;29,425972;-5,985290;1;-240,552841;245,838547;2229,754639;1;0;0;0;0;0;0;0;0;0;0;0;0
8,759000;-250,023590;230,333038;2233,934570;-0,232420;29,329239;-5,979758;1;-240,889420;245,828018;2229,205322;1;0;0;0;0;0;0;0;0;0;0;0;0
8,793000;-250,358109;230,367447;2233,431396;-0,239482;29,386797;-5,985748;1;-241,219086;245,857285;2228,696289;1;0;0;0;0;0;0;0;0;0;0;0;0
8,828000;-250,697739;230,387390;2232,880371;-0,307180;29,396639;-5,988801;1;-241,580231;245,893524;2228,239746;1;0;0;0;0;0;0;0;0;0;0;0;0
8,862000;-251,033829;230,417572;2232,347656;-0,396040;29,395447;-6,019768;1;-241,900070;245,912872;2227,630371;1;0;0;0;0;0;0;0;0;0;0;0;0
8,897000;-251,371368;230,420792;2231,801025;-0,241957;29,380537;-5,987179;1;-242,246719;245,922668;2227,166016;1;0;0;0;0;0;0;0;0;0;0;0;0
8,931000;-251,713455;230,454346;2231,334961;-0,264431;29,372389;-5,984771;1;-242,583115;245,954910;2226,651855;1;0;0;0;0;0;0;0;0;0;0;0;0
8,966000;-252,039398;230,465195;2230,784424;-0,239638;29,396307;-5,982065;1;-242,903915;245,970703;2226,125488;1;0;0;0;0;0;0;0;0;0;0;0;0
9,000000;-252,370178;230,493988;2230,244629;-0,315998;29,399323;-6,004985;1;-243,237793;245,995438;2225,579834;1;0;0;0;0;0;0;0;0;0;0;0;0
9,034000;-252,712112;230,510132;2229,712402;-0,349489;29,371405;-5,997159;1;-243,582016;246,008942;2225,032959;1;0;0;0;0;0;0;0;0;0;0;0;0
9,069000;-253,033066;230,523102;2229,187256;-0,242006;29,403145;-5,984302;1;-243,910187;246,037552;2224,553955;1;0;0;0;0;0;0;0;0;0;0;0;0
9,103000;-253,376236;230,541748;2228,692139;-0,372414;29,442108;-6,014914;1;-244,248245;246,044800;2224,033447;1;0;0;0;0;0;0;0;0;0;0;0;0
9,138000;-253,710480;230,566177;2228,168457;-0,332218;29,419666;-6,013082;1;-244,582108;246,066406;2223,496338;1;0;0;0;0;0;0;0;0;0;0;0;0
9,172000;-254,032944;230,605118;2227,637207;-0,300972;29,430441;-6,009680;1;-244,901123;246,104889;2222,952637;1;0;0;0;0;0;0;0;0;0;0;0;0
9,207000;-254,402054;230,612976;2227,169678;-0,256010;29,416098;-5,974482;1;-245,271759;246,110184;2222,461670;1;0;0;0;0;0;0;0;0;0;0;0;0
9,241000;-254,744217;230,639938;2226,625977;-0,323923;29,413540;-6,000831;1;-245,620621;246,153976;2221,994141;1;0;0;0;0;0;0;0;0;0;0;0;0
9,276000;-255,057663;230,655029;2226,088623;-0,437060;29,433184;-6,021539;1;-245,931808;246,155563;2221,422363;1;0;0;0;0;0;0;0;0;0;0;0;0
9,310000;-255,394562;230,689804;2225,604736;-0,331999;29,339525;-6,004979;1;-246,263779;246,195633;2220,929199;1;0;0;0;0;0;0;0;0;0;0;0;0
9,345000;-255,742661;230,694794;2225,093018;-0,286624;29,337055;-5,981697;1;-246,606384;246,188934;2220,370117;1;0;0;0;0;0;0;0;0;0;0;0;0
9,379000;-256,074615;230,713898;2224,571533;-0,285682;29,409849;-5,983317;1;-246,945831;246,213623;2219,895752;1;0;0;0;0;0;0;0;0;0;0;0;0
9,414000;-256,402771;230,741013;2224,024170;-0,279887;29,425760;-6,010581;1;-247,281067;246,238815;2219,381592;1;0;0;0;0;0;0;0;0;0;0;0;0
9,448000;-256,725647;230,783386;2223,472168;-0,300655;29,471266;-6,025185;1;-247,602036;246,275955;2218,803955;1;0;0;0;0;0;0;0;0;0;0;0;0
9,483000;-257,073364;230,800125;2222,974854;-0,281987;29,400976;-6,000880;1;-247,941513;246,302399;2218,306641;1;0;0;0;0;0;0;0;0;0;0;0;0
9,517000;-257,407471;230,821320;2222,460205;-0,273818;29,444904;-6,002661;1;-248,276306;246,319290;2217,766357;1;0;0;0;0;0;0;0;0;0;0;0;0
9,552000;-257,727081;230,848907;2221,901611;-0,263196;29,414381;-5,998195;1;-248,604156;246,342346;2217,246826;1;0;0;0;0;0;0;0;0;0;0;0;0
9,586000;-258,069061;230,874252;2221,372314;-0,132420;29,438269;-5,956436;1;-248,942657;246,382492;2216,693359;1;0;0;0;0;0;0;0;0;0;0;0;0
9,621000;-258,408020;230,905426;2220,850830;-0,207413;29,368252;-5,982308;1;-249,281052;246,404587;2216,188721;1;0;0;0;0;0;0;0;0;0;0;0;0
9,655000;-258,725494;230,923447;2220,344482;-0,316293;29,403534;-5,997950;1;-249,599777;246,428513;2215,656494;1;0;0;0;0;0;0;0;0;0;0;0;0
9,690000;-258,710358;231,135330;2220,131836;-0,244949;29,418028;-6,002095;1;-249,572083;246,638077;2215,454590;1;0;0;0;0;0;0;0;0;0;0;0;0
9,724000;-258,972076;230,901276;2220,345703;-0,170202;29,418161;-5,969894;1;-249,842911;246,412979;2215,644775;1;0;0;0;0;0;0;0;0;0;0;0;0
9,759000;-258,880096;230,859909;2220,083252;-0,195379;29,374752;-5,993481;1;-249,750839;246,357956;2215,368896;1;0;0;0;0;0;0;0;0;0;0;0;0
9,793000;-258,826569;230,996765;2220,010254;-0,277907;29,388546;-5,991741;1;-249,694778;246,503738;2215,321045;1;0;0;0;0;0;0;0;0;0;0;0;0
9,828000;-258,889313;230,936142;2219,986084;-0,230512;29,385735;-5,988838;1;-249,761581;246,433670;2215,313477;1;0;0;0;0;0;0;0;0;0;0;0;0
9,862000;-258,906647;230,867264;2220,130127;-0,263280;29,384775;-5,995267;1;-249,780991;246,369370;2215,458496;1;0;0;0;0;0;0;0;0;0;0;0;0
9,897000;-258,865906;230,969757;2220,095215;-0,256406;29,325653;-5,991475;1;-249,735413;246,472900;2215,431885;1;0;0;0;0;0;0;0;0;0;0;0;0
9,931000;-258,901337;230,934158;2219,963379;-0,256601;29,395226;-5,999880;1;-249,773453;246,446457;2215,332520;1;0;0;0;0;0;0;0;0;0;0;0;0
9,966000;-258,871979;230,884033;2219,988037;-0,252628;29,405521;-5,993127;1;-249,742447;246,384186;2215,314453;1;0;0;0;0;0;0;0;0;0;0;0;0
10,000000;-258,875183;230,950363;2220,093994;-0,272652;29,382092;-5,997776;1;-249,750183;246,454788;2215,418945;1;0;0;0;0;0;0;0;0;0;0;0;0
10,034000;-258,929474;230,951523;2220,088623;-0,210407;29,393627;-5,990642;1;-249,798859;246,449463;2215,430908;1;0;0;0;0;0;0;0;0;0;0;0;0
10,069000;-258,879486;230,906296;2220,029297;-0,298059;29,366282;-6,006625;1;-249,740784;246,413544;2215,329590;1;0;0;0;0;0;0;0;0;0;0;0;0
10,103000;-258,878113;230,915039;2219,976807;-0,287246;29,391407;-6,002320;1;-249,751785;246,415634;2215,337158;1;0;0;0;0;0;0;0;0;0;0;0;0
10,138000;-258,904053;230,957047;2220,028320;-0,239269;29,408667;-5,993228;1;-249,777649;246,460785;2215,368408;1;0;0;0;0;0;0;0;0;0;0;0;0
10,172000;-258,914276;230,920227;2220,110107;-0,221380;29,360651;-5,980746;1;-249,775101;246,418625;2215,395996;1;0;0;0;0;0;0;0;0;0;0;0;0
10,207000;-258,884186;230,912979;2220,031738;-0,187968;29,384672;-5,972254;1;-249,751404;246,421417;2215,364014;1;0;0;0;0;0;0;0;0;0;0;0;0
10,241000;-258,902069;230,940781;2219,995850;-0,213615;29,354935;-5,982770;1;-249,765671;246,444504;2215,294189;1;0;0;0;0;0;0;0;0;0;0;0;0
10,276000;-258,877014;230,936234;2220,027100;-0,266635;29,375790;-5,995569;1;-249,751999;246,439453;2215,370850;1;0;0;0;0;0;0;0;0;0;0;0;0
10,310000;-258,916473;230,906326;2220,097656;-0,247245;29,371124;-5,991354;1;-249,777557;246,408722;2215,410156;1;0;0;0;0;0;0;0;0;0;0;0;0
10,345000;-258,895172;230,951569;2220,027100;-0,317400;29,357153;-6,015086;1;-249,759476;246,444748;2215,337891;1;0;0;0;0;0;0;0;0;0;0;0;0
10,379000;-258,883881;230,937363;2220,013672;-0,243308;29,378426;-5,993896;1;-249,753754;246,434631;2215,354980;1;0;0;0;0;0;0;0;0;0;0;0;0
10,414000;-258,892944;230,909225;2220,036377;-0,187846;29,407198;-5,972513;1;-249,764801;246,411987;2215,380127;1;0;0;0;0;0;0;0;0;0;0;0;0
10,448000;-258,920349;230,937729;2220,083008;-0,229133;29,369905;-5,987939;1;-249,789230;246,440826;2215,394775;1;0;0;0;0;0;0;0;0;0;0;0;0
10,483000;-258,886383;230,948532;2220,030762;-0,218485;29,386063;-5,988119;1;-249,752670;246,454224;2215,375488;1;0;0;0;0;0;0;0;0;0;0;0;0
10,517000;-258,898895;230,904602;2220,026367;-0,203836;29,366688;-5,971798;1;-249,767700;246,400406;2215,353271;1;0;0;0;0;0;0;0;0;0;0;0;0
10,552000;-258,897827;230,939560;2220,030762;-0,262454;29,358185;-5,998530;1;-249,765961;246,432602;2215,338623;1;0;0;0;0;0;0;0;0;0;0;0;0
10,586000;-258,904175;230,947479;2220,065186;-0,204136;29,379389;-5,982430;1;-249,766571;246,446823;2215,385254;1;0;0;0;0;0;0;0;0;0;0;0;0
10,621000;-258,901520;230,913025;2220,061768;-0,230276;29,415575;-5,985640;1;-249,773438;246,411880;2215,372803;1;0;0;0;0;0;0;0;0;0;0;0;0
10,655000;-258,895569;230,924500;2220,016357;-0,234448;29,364798;-5,986592;1;-249,769577;246,428055;2215,367676;1;0;0;0;0;0;0;0;0;0;0;0;0
10,690000;-258,885101;230,948074;2219,998535;-0,257131;29,364340;-5,984468;1;-249,749603;246,452728;2215,324951;1;0;0;0;0;0;0;0;0;0;0;0;0
10,724000;-258,910706;230,908157;2220,055176;-0,253744;29,468445;-5,998490;1;-249,780823;246,416412;2215,391113;1;0;0;0;0;0;0;0;0;0;0;0;0
10,759000;-258,899078;230,928146;2220,039551;-0,227277;29,373259;-5,984074;1;-249,768860;246,425385;2215,340820;1;0;0;0;0;0;0;0;0;0;0;0;0
10,793000;-258,889069;230,948944;2220,027344;-0,226308;29,383207;-5,995161;1;-249,757294;246,457413;2215,380615;1;0;0;0;0;0;0;0;0;0;0;0;0
10,828000;-258,899536;230,922043;2220,030518;-0,217692;29,382822;-5,987761;1;-249,767853;246,423996;2215,344727;1;0;0;0;0;0;0;0;0;0;0;0;0
10,862000;-258,910248;230,923569;2220,081055;-0,281666;29,382303;-5,993967;1;-249,784424;246,418900;2215,370605;1;0;0;0;0;0;0;0;0;0;0;0;0
10,897000;-258,895538;230,949799;2220,056885;-0,267236;29,335779;-5,999022;1;-249,765533;246,454895;2215,372314;1;0;0;0;0;0;0;0;0;0;0;0;0
10,931000;-258,905579;230,921005;2220,041748;-0,187434;29,355057;-5,967960;1;-249,772430;246,421951;2215,346680;1;0;0;0;0;0;0;0;0;0;0;0;0
10,966000;-258,901855;230,918472;2220,041260;-0,168773;29,356430;-5,952886;1;-249,773849;246,417999;2215,370850;1;0;0;0;0;0;0;0;0;0;0;0;0
11,000000;-258,904785;230,944504;2220,059326;-0,223239;29,424953;-5,996403;1;-249,771210;246,445053;2215,375244;1;0;0;0;0;0;0;0;0;0;0;0;0
11,034000;-258,898743;230,933655;2220,047607;-0,267139;29,420317;-5,974425;1;-249,769974;246,430176;2215,364990;1;0;0;0;0;0;0;0;0;0;0;0;0
11,069000;-258,899567;230,918671;2220,050049;-0,231848;29,429264;-5,988646;1;-249,778183;246,409485;2215,362549;1;0;0;0;0;0;0;0;0;0;0;0;0
11,103000;-258,892578;230,939316;2220,031494;-0,273773;29,407864;-5,990044;1;-249,769913;246,451553;2215,355713;1;0;0;0;0;0;0;0;0;0;0;0;0
11,138000;-258,905640;230,932739;2220,044678;-0,257547;29,372700;-5,987895;1;-249,775391;246,435547;2215,381104;1;0;0;0;0;0;0;0;0;0;0;0;0
11,172000;-258,898224;230,918564;2220,041260;-0,209941;29,358158;-5,975654;1;-249,766846;246,421356;2215,359619;1;0;0;0;0;0;0;0;0;0;0;0;0
